funcName,lable,paramList,cyclomaticNum,loopNum,nestingDegree,SLOC,ALOC,localVars,localPtrVars,pointerArgs,callees,callers,height,conditions,cmps,jmps,ptrAssn
TIFFInitPackBits,0,0.2,0,0,0.07,0.01,0.04,0,0.57,0,0,0,1,0,0,0,0
TIFFInitDumpMode,0,0.2,0,0,0.07,0.01,0.04,0,0.57,0,0,0,1,0,0,0,0
TIFFInitThunderScan,0,0.2,0,0,0.07,0.01,0.02,0,0.57,0,0,0,1,0,0,0,0
NotConfigured,0,0.2,0,0,0.07,0.01,0.03,0,0.57,0,0,0,1,0,0,0,0
TIFFInitPackBits,0,0.2,0,0,0.07,0.01,0.04,0,0.57,0,0,0,1,0,0,0,0
TIFFInitThunderScan,0,0.2,0,0,0.07,0.01,0.02,0,0.57,0,0,0,1,0,0,0,0
TIFFInitNeXT,0,0.2,0,0,0.07,0.01,0.03,0,0.57,0,0,0,1,0,0,0,0
TIFFInitDumpMode,0,0.2,0,0,0.07,0.01,0.04,0,0.57,0,0,0,1,0,0,0,0
_TIFFSetDefaultCompressionState,0,0.1,0,0,0.07,0.02,0,0,0.57,0,0,0.01,1,0,0,0,0
_TIFFSetDefaultCompressionState,0,0.1,0,0,0.07,0.02,0,0,0.57,0,0,0.01,1,0,0,0,0
_TIFFDataSize,0,0.1,0,0,0.07,0.03,0,0,0,0,0,0.02,1,0.01,0,0,0
TIFFDataWidth,0,0.1,0,0,0.07,0.03,0,0,0,0,0,0.02,1,0.01,0,0,0
_TIFFDataSize,0,0.1,0,0,0.07,0.03,0,0,0,0,0,0.02,1,0.01,0,0,0
TIFFDataWidth,0,0.1,0,0,0.07,0.03,0,0,0,0,0,0.02,1,0.01,0,0,0
atm_print,0,0.7,0.01,0,0.06,0.02,0.06,0,0,0,0.03,0,0.94,0.02,0.01,0.04,0
ethertype_print,0,0.5,0.21,0,0.06,0.06,0.2,0,0.56,0.25,0.09,0.01,0.78,0.02,0.25,0.33,0
decode_prefix6,0,0.5,0.07,0,0.06,0.02,0.1,0,0,0,0.03,0.01,0.61,0.01,0.03,0.05,0
asrtlv_print,0,0.5,0.06,0,0.06,0.02,0.1,0.13,0.59,0,0.04,0,1,0.02,0.06,0.06,0
decode_prefix4,0,0.5,0.06,0,0.06,0.02,0.1,0,0,0,0.03,0.01,0.61,0.01,0.03,0.06,0.04
asttlv_print,0,0.5,0.04,0,0.06,0.03,0.1,0.13,0.59,0,0.05,0,1,0.02,0.04,0.05,0
of_header_print,0,0.5,0,0,0.06,0,0.03,0,0.56,0,0,0,0.78,0,0,0,0
png_set_progressive_read_fn,0,0.45,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0.01,1,0.01,0,0.03,0
png_set_progressive_read_fn,0,0.45,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0.01,1,0.01,0,0.03,0
png_set_oFFs,0,0.45,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.88,0.01,0,0,0
png_set_pHYs,0,0.45,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.88,0.01,0,0,0
png_set_oFFs,0,0.45,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.88,0.01,0,0,0
png_set_pHYs,0,0.45,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.88,0.01,0,0,0
esp_print_decode_ikeline,0,0.4,0.1,0,0.06,0.02,0.14,0.3,0.81,0.5,0.05,0,0.72,0.04,0.11,0.1,0
ubik_reply_print,0,0.4,0.08,0,0.06,0.02,0.12,0,0.56,0,0.04,0.01,0.94,0.02,0.08,0.07,0
of10_features_reply_print,0,0.4,0.07,0,0.06,0.02,0.09,0,0.56,0.5,0.07,0,1,0,0.08,0.07,0
rpl_print,0,0.4,0.07,0,0.06,0.03,0.07,0.09,0.56,0.25,0.04,0,1,0.04,0.03,0.05,0
ipx_decode,0,0.4,0.06,0,0.06,0.02,0.07,0,0.56,0.25,0.04,0,0.67,0.01,0.06,0.04,0
cb_reply_print,0,0.4,0.06,0,0.06,0.01,0.1,0,0.56,0,0.02,0,1,0.02,0.06,0.05,0
isakmp_print,0,0.4,0.06,0,0.06,0.03,0.11,0.13,0.59,0.5,0.05,0.01,0.89,0.04,0.03,0.05,0
of10_aggregate_stats_reply_print,0,0.4,0.05,0,0.06,0.03,0.08,0,0.56,0.5,0.03,0,1,0.01,0.08,0.07,0
ipnet_print,0,0.4,0.04,0,0.06,0.02,0.07,0,0.56,0.25,0.02,0,0.94,0.03,0.02,0.03,0
kauth_reply_print,0,0.4,0.04,0,0.06,0.01,0.08,0,0.56,0,0.03,0,1,0.02,0.03,0.03,0
name_interpret,0,0.4,0.04,0,0.06,0.02,0.09,0.09,0.56,0.75,0.01,0,0.94,0.03,0.08,0.1,0.15
of10_vendor_data_print,0,0.4,0.03,0,0.06,0.01,0.07,0,0.56,0.5,0.03,0.01,0.94,0.01,0.03,0.03,0
bos_reply_print,0,0.4,0.03,0,0.06,0.01,0.07,0,0.56,0,0.02,0,1,0.01,0.03,0.02,0
fn_printn,0,0.4,0.03,0,0.06,0.01,0.07,0,0.56,0,0.02,0.04,0.94,0.02,0.02,0.04,0
remove_addr_print,0,0.4,0.02,0,0.06,0.01,0.05,0.04,0.59,0.25,0.01,0,1,0.01,0.01,0.02,0
mptcp_print,0,0.4,0.01,0,0.06,0.01,0.06,0.04,0.56,0.25,0.01,0,0.89,0.01,0.01,0.01,0
fn_printzp,0,0.4,0,0,0.06,0.02,0,0,0.56,0,0.02,0,0.56,0.03,0,0,0
png_set_user_transform_info,0,0.36,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_user_transform_info,0,0.36,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
usm_print,0,0.3,0.13,0,0.06,0.05,0.1,0.04,0.56,0.25,0.09,0,0.78,0.1,0.1,0.1,0
nflog_if_print,0,0.3,0.08,0.01,0.06,0.04,0.13,0.17,0.56,0.25,0.04,0,1,0.07,0.08,0.13,0
juniper_atm2_print,0,0.3,0.06,0,0.06,0.02,0.11,0.04,0.56,0,0.04,0,1,0.05,0.03,0.1,0
ospf6_print_lls,0,0.3,0.05,0,0.06,0.01,0.07,0.04,0.56,0.25,0.03,0,0.89,0.02,0.07,0.07,0
juniper_atm1_print,0,0.3,0.05,0,0.06,0.01,0.09,0.04,0.56,0,0.03,0,1,0.04,0.03,0.07,0
ike_show_somedata,0,0.3,0.04,0,0.06,0.01,0.06,0.13,0.59,0.5,0.02,0,0.94,0.03,0.02,0.03,0
ahcp_seconds_print,0,0.3,0.03,0,0.06,0.01,0.05,0,0,0,0.02,0,1,0.01,0.02,0.03,0
bgp_vpn_ip_print,0,0.3,0.03,0,0.06,0.03,0.07,0,0,0,0.03,0.01,0.83,0.01,0.03,0.03,0.04
c_print,0,0.3,0.03,0,0.06,0.02,0.07,0,0.56,0,0.02,0.04,0.78,0.03,0.02,0.05,0
parselinkres,0,0.3,0.03,0,0.06,0.01,0.06,0.04,0.56,0.25,0.01,0,1,0.02,0.02,0.04,0
kauth_print,0,0.3,0.03,0,0.06,0.04,0.08,0.04,0.56,0,0.1,0,1,0.02,0.02,0.03,0
fn_print,0,0.3,0.03,0,0.06,0.01,0.07,0,0.56,0,0.02,0.06,0.89,0.02,0.02,0.04,0
extract_fddi_addrs,0,0.3,0.02,0.01,0.06,0.01,0.05,0,0,0.5,0.01,0,0.89,0.02,0.01,0.03,0
bos_print,0,0.3,0.02,0,0.06,0.04,0.07,0.04,0.56,0,0.08,0,1,0.02,0.02,0.02,0
format_prefix,0,0.3,0.02,0,0.06,0.01,0.05,0,0.56,0.25,0.02,0.01,1,0.01,0.01,0.01,0
hexprint,0,0.3,0.01,0,0.06,0.01,0.03,0.09,0.59,0.25,0,0.01,0.83,0.01,0.01,0.01,0
verify_crc10_cksum,0,0.3,0.01,0,0.06,0.01,0.03,0,0,0,0,0,0.72,0.01,0.01,0.01,0
prot_print,0,0.3,0,0,0.06,0.07,0,0.09,0.56,0,0.17,0,1,0.05,0,0,0
arcnet_linux_if_print,0,0.3,0,0,0.06,0.02,0,0,0,0,0.02,0,1,0.03,0,0,0
png_set_invalid,0,0.27,0.02,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.03,0
png_set_invalid,0,0.27,0.02,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.03,0
png_set_add_alpha,0,0.27,0.02,0,0.06,0.01,0.01,0,0,0,0.03,0,1,0.01,0,0.01,0
png_set_add_alpha,0,0.27,0.02,0,0.06,0.01,0.01,0,0,0,0.03,0,1,0.01,0,0.01,0
png_set_read_user_chunk_fn,0,0.27,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_crc_read,0,0.27,0.01,0,0.06,0.01,0.03,0,0,0,0.03,0.12,0.82,0.01,0,0.01,0
png_set_read_user_chunk_fn,0,0.27,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_sRGB,0,0.27,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_get_valid,0,0.27,0,0,0.06,0.01,0,0,0,0,0,0.03,0.94,0.01,0,0,0
png_push_restore_buffer,0,0.27,0,0,0.06,0.01,0.01,0,0,0,0,0,0.88,0,0,0,0
png_set_sRGB,0,0.27,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_get_valid,0,0.27,0,0,0.06,0.01,0,0,0,0,0,0.03,0.94,0.01,0,0,0
pptp_stopccrq_print,0,0.2,0.06,0,0.06,0.02,0.07,0,0.56,0.25,0.04,0,1,0.01,0.06,0.05,0
etheraddr_string,0,0.2,0.06,0.02,0.06,0.02,0.15,0,0,0,0.03,0.14,0.83,0.03,0.03,0.08,0.22
krb_print,0,0.2,0.04,0,0.06,0.01,0.05,0,0.56,0.25,0.02,0,0.89,0.01,0.03,0.03,0
dstopt_print,0,0.2,0.03,0,0.06,0.01,0.06,0.04,0.56,0,0.02,0,1,0.01,0.03,0.03,0
lwres_printbinlen,0,0.2,0.02,0,0.06,0.01,0.05,0.13,0.59,0.25,0.01,0,0.83,0.02,0.02,0.03,0
pr_netio_set_poll_interval,0,0.2,0.01,0,0.06,0.01,0.02,0,0.03,0,0,0.01,0.89,0.01,0.02,0.02,0
pr_netio_set_poll_interval,0,0.2,0.01,0,0.06,0.01,0.02,0,0.03,0,0,0.01,0.89,0.01,0.02,0.02,0
print_long_pos_vector,0,0.2,0.01,0,0.06,0,0.04,0.09,0.56,0.25,0.02,0,0.67,0,0,0,0
cpack_uint32,0,0.2,0.01,0,0.06,0,0.03,0,0,0,0.01,0,1,0.01,0.01,0.02,0.04
cpack_uint16,0,0.2,0.01,0,0.06,0,0.03,0,0,0,0.01,0.01,1,0.01,0.01,0.02,0.04
cpack_uint64,0,0.2,0.01,0,0.06,0,0.03,0,0,0,0.01,0,1,0.01,0.01,0.02,0.04
print_reason,0,0.2,0,0,0.06,0,0.02,0,0,0,0.01,0,0.67,0,0,0.01,0
print_16bits_val,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0,0.94,0,0,0,0
lane_hdr_print,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0,1,0,0,0,0
pptp_call_id_print,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0.01,0.94,0,0,0,0
pptp_call_ser_print,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0,0.94,0,0,0,0
pptp_cause_code_print,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0,0.94,0,0,0,0
pptp_conn_speed_print,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0,0.94,0,0,0,0
pptp_firm_rev_print,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0,0.94,0,0,0,0
pptp_id_print,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0,0.94,0,0,0,0
pptp_max_channel_print,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0,0.94,0,0,0,0
pptp_peer_call_id_print,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0.01,0.94,0,0,0,0
pptp_phy_chan_id_print,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0,0.94,0,0,0,0
pptp_pkt_proc_delay_print,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0.01,0.94,0,0,0,0
pptp_recv_winsiz_print,0,0.2,0,0,0.06,0,0.03,0,0.56,0.25,0.01,0.01,0.94,0,0,0,0
png_get_image_height,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0.01,1,0.01,0,0.03,0
png_get_bit_depth,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0.02,1,0.01,0,0.03,0
png_get_compression_type,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.03,0
png_get_interlace_type,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.03,0
png_get_color_type,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0.02,1,0.01,0,0.03,0
png_get_rows,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.03,0
png_get_channels,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0.01,1,0.01,0,0.03,0
png_get_filter_type,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.03,0
png_get_image_width,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0.01,1,0.01,0,0.03,0
png_get_signature,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.03,0
png_chunk_unknown_handling,0,0.18,0.02,0,0.06,0,0.03,0,0,0,0.03,0.02,0.94,0,0,0.01,0
png_get_signature,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.03,0
png_get_bit_depth,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0.02,1,0.01,0,0.03,0
png_get_rows,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.03,0
png_get_image_height,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0.01,1,0.01,0,0.03,0
png_get_filter_type,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.03,0
png_get_image_width,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0.01,1,0.01,0,0.03,0
png_get_interlace_type,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.03,0
png_get_color_type,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0.02,1,0.01,0,0.03,0
png_get_channels,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0.01,1,0.01,0,0.03,0
png_get_compression_type,0,0.18,0.02,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.03,0
png_set_chunk_malloc_max,0,0.18,0.01,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.01,0
png_set_chunk_cache_max,0,0.18,0.01,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.01,0
png_set_chunk_cache_max,0,0.18,0.01,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.01,0
png_set_chunk_malloc_max,0,0.18,0.01,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.01,0
png_set_text_compression_mem_level,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_init_io,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0.03,1,0.01,0,0.01,0
png_set_text_compression_strategy,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_compression_level,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_compression_strategy,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_write_user_transform_fn,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_permit_mng_features,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_text_compression_level,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_read_user_transform_fn,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_compression_mem_level,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_compression_strategy,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_text_compression_strategy,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_text_compression_level,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_permit_mng_features,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_init_io,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0.03,1,0.01,0,0.01,0
png_set_compression_level,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_text_compression_mem_level,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_read_user_transform_fn,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_compression_mem_level,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_set_write_user_transform_fn,0,0.18,0.01,0,0.06,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0.01,0
png_get_rowbytes,0,0.18,0,0,0.06,0,0,0,0,0,0,0.04,0.88,0.01,0,0,0
png_get_rowbytes,0,0.18,0,0,0.06,0,0,0,0,0,0,0.04,0.88,0.01,0,0,0
png_read_update_info,0,0.18,0,0,0.06,0.01,0,0,0,0,0.05,0.03,0.94,0.01,0,0,0
png_set_shift,0,0.18,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_read_update_info,0,0.18,0,0,0.06,0.01,0,0,0,0,0.05,0.03,0.94,0.01,0,0,0
png_set_shift,0,0.18,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
le64addr_string,0,0.1,0.04,0.02,0.06,0.01,0.11,0,0,0,0.01,0,0.78,0.01,0.03,0.07,0.15
copy_argv,0,0.1,0.03,0.01,0.06,0.01,0.07,0.13,0.11,0,0.01,0,0.94,0.03,0.01,0.04,0.04
pr_data_get_timeout,0,0.1,0.02,0,0.06,0.01,0.03,0,0,0,0,0,0.95,0.01,0.06,0.06,0
pr_config_get_xfer_bufsz2,0,0.1,0.02,0,0.06,0.01,0.02,0,0,0,0,0,0.89,0.01,0.04,0.04,0
pr_config_get_xfer_bufsz2,0,0.1,0.02,0,0.06,0.01,0.02,0,0,0,0,0,0.89,0.01,0.04,0.04,0
pr_data_get_timeout,0,0.1,0.02,0,0.06,0.01,0.03,0,0,0,0,0,0.95,0.01,0.06,0.06,0
pr_setlogfacility,0,0.1,0.01,0,0.06,0.01,0.02,0.04,0,0,0,0,1,0.01,0.02,0.01,0
pr_setlogmask,0,0.1,0.01,0,0.06,0.01,0.02,0.04,0,0,0,0,1,0.01,0.02,0.01,0
pr_setlogfacility,0,0.1,0.01,0,0.06,0.01,0.02,0.04,0,0,0,0,1,0.01,0.02,0.01,0
pr_setlogmask,0,0.1,0.01,0,0.06,0.01,0.02,0.04,0,0,0,0,1,0.01,0.02,0.01,0
str_to_lower,0,0.1,0.01,0,0.06,0,0.03,0,0,0.25,0.01,0.02,0.83,0.01,0,0.01,0.04
interpret_long_date,0,0.1,0.01,0,0.06,0.01,0.06,0.09,0,0.25,0,0,1,0.01,0,0.02,0
intoa,0,0.1,0.01,0.01,0.06,0.02,0.05,0,0,0,0,0.01,0.83,0.02,0,0.02,0.19
ppi_from_ppm,0,0.09,0.04,0,0.06,0.01,0.04,0,0,0,0,0.01,0.94,0,0,0.03,0
png_get_rgb_to_gray_status,0,0.09,0.01,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.01,0
png_get_rgb_to_gray_status,0,0.09,0.01,0,0.06,0,0.01,0,0,0,0,0,1,0.01,0,0.01,0
png_get_libpng_ver,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0,0.88,0,0,0,0
png_set_scale_16,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_strip_16,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.02,0.94,0.01,0,0,0
png_set_bgr,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_invert_alpha,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_invert_mono,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_swap_alpha,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_tRNS_to_alpha,0,0.09,0,0,0.06,0,0.01,0,0,0,0.02,0,1,0,0,0,0
png_set_strip_alpha,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_destroy_struct,0,0.09,0,0,0.06,0,0.01,0,0,0,0,0.03,0.94,0,0,0.01,0
png_gamma_significant,0,0.09,0,0,0.06,0,0.01,0,0,0,0,0.03,0.76,0,0.01,0,0
png_set_swap_alpha,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_invert_alpha,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_strip_16,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.02,0.94,0.01,0,0,0
png_set_strip_alpha,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_get_libpng_ver,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0,0.88,0,0,0,0
png_set_bgr,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_tRNS_to_alpha,0,0.09,0,0,0.06,0,0.01,0,0,0,0.02,0,1,0,0,0,0
png_set_scale_16,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_invert_mono,0,0.09,0,0,0.06,0,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_expand,0,0.09,0,0,0.06,0.01,0,0,0,0,0.02,0.07,0.94,0.01,0,0,0
png_set_swap,0,0.09,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.94,0.02,0,0,0
png_set_palette_to_rgb,0,0.09,0,0,0.06,0.01,0,0,0,0,0.02,0,1,0.01,0,0,0
png_set_expand_gray_1_2_4_to_8,0,0.09,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_packswap,0,0.09,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.94,0.02,0,0,0
png_set_expand_16,0,0.09,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_swap,0,0.09,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.94,0.02,0,0,0
png_set_expand_gray_1_2_4_to_8,0,0.09,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
png_set_expand,0,0.09,0,0,0.06,0.01,0,0,0,0,0.02,0.07,0.94,0.01,0,0,0
png_set_palette_to_rgb,0,0.09,0,0,0.06,0.01,0,0,0,0,0.02,0,1,0.01,0,0,0
png_set_packswap,0,0.09,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.94,0.02,0,0,0
png_set_expand_16,0,0.09,0,0,0.06,0.01,0,0,0,0,0.02,0.01,0.94,0.01,0,0,0
init_crc10_table,0,0,0.02,0.01,0.06,0.01,0.05,0,0,0,0.01,0,0.78,0.02,0.01,0.02,0
gre_sre_print,0,0.6,0.02,0,0.05,0.01,0.05,0,0.56,0.25,0.03,0,0.89,0.01,0.01,0.01,0
nextproto4_cksum,0,0.6,0.02,0,0.05,0.01,0.07,0,0.59,0.25,0.02,0.01,0.94,0.01,0.01,0.02,0
trans2_qfsinfo,0,0.5,0.05,0,0.05,0.02,0.1,0.04,0.59,0.5,0.03,0,1,0.02,0.04,0.05,0
tok2strbuf,0,0.5,0.02,0,0.05,0.01,0.04,0,0,0.25,0,0.06,0.89,0.02,0.01,0.03,0
arcnet_encap_print,0,0.5,0,0,0.05,0.02,0.02,0,0,0,0.02,0,0.83,0.01,0.01,0.01,0
pdu_print,0,0.4,0.08,0,0.05,0.03,0.11,0.04,0.56,0.25,0.04,0.01,0.78,0.05,0.08,0.09,0
name_ptr,0,0.4,0.05,0,0.05,0.02,0.07,0.09,0.59,0.5,0.01,0,0.94,0.03,0.08,0.09,0
print_attr_time,0,0.4,0.03,0,0.05,0.01,0.06,0.09,0.56,0,0.03,0,1,0.01,0.02,0.02,0
ieee802_11_avs_radio_print,0,0.4,0.02,0,0.05,0.01,0.04,0,0,0,0.02,0,0.94,0.02,0.02,0.02,0
mp_prio_print,0,0.4,0.02,0,0.05,0.01,0.05,0,0.56,0.25,0.01,0,1,0.02,0.02,0.03,0
print_unknown_data,0,0.4,0.02,0,0.05,0.01,0.05,0,0.56,0.5,0.01,0.21,0.83,0.02,0.02,0.03,0
linkaddr_string,0,0.4,0.01,0,0.05,0.02,0.01,0,0,0,0.02,0.03,0.78,0.04,0.01,0.02,0.22
handle_probe_response,0,0.3,0.06,0,0.05,0.01,0.14,0,0,0,0.03,0,0.33,0.01,0.03,0.05,0
rpki_rtr_print,0,0.3,0.05,0,0.05,0.02,0.08,0.17,0.59,0,0.02,0,0.89,0.02,0.06,0.05,0
null_if_print,0,0.3,0.04,0,0.05,0.03,0.1,0.13,0.56,0.25,0.04,0,1,0.04,0.01,0.05,0
nbt_udp138_print,0,0.3,0.04,0,0.05,0.01,0.06,0.04,0.59,0.25,0.02,0,0.89,0.04,0.03,0.03,0
parsefh,0,0.3,0.03,0,0.05,0.01,0.06,0.04,0.56,0,0.01,0.03,0.94,0.01,0.03,0.04,0
parse_pre_op_attr,0,0.3,0.03,0,0.05,0.01,0.05,0,0.56,0.25,0.01,0,0.89,0.01,0.03,0.04,0
gre_print,0,0.3,0.03,0,0.05,0.01,0.05,0.09,0.56,0.25,0.02,0.01,1,0.01,0.01,0.02,0
parse_post_op_attr,0,0.3,0.02,0,0.05,0.01,0.04,0,0.56,0.25,0.01,0.02,0.89,0.01,0.02,0.03,0
parsewccres,0,0.3,0.02,0,0.05,0,0.04,0.04,0.56,0.25,0.01,0.01,1,0.01,0.01,0.02,0
prism_if_print,0,0.3,0.02,0,0.05,0.01,0.04,0,0,0,0.02,0,1,0.02,0.02,0.03,0
juniper_pppoe_atm_print,0,0.3,0.02,0,0.05,0.01,0.06,0.04,0.56,0,0.01,0,1,0.01,0,0.02,0
print_btp_body,0,0.3,0.01,0,0.05,0.01,0.04,0.13,0.59,0.25,0.01,0,0.67,0.01,0.01,0.01,0
sl_bsdos_if_print,0,0.3,0.01,0,0.05,0.01,0.05,0,0.56,0.25,0.01,0,1,0.01,0.01,0.01,0
usb_linux_64_byte_print,0,0.3,0.01,0,0.05,0,0.03,0,0.56,0,0.01,0,1,0.01,0.01,0.01,0
usb_linux_48_byte_print,0,0.3,0.01,0,0.05,0,0.03,0,0.56,0,0.01,0,1,0.01,0.01,0.01,0
