funcName,lable,paramList,cyclomaticNum,loopNum,nestingDegree,SLOC,ALOC,localVars,localPtrVars,pointerArgs,callees,callers,height,conditions,cmps,jmps,ptrAssn
ssh_digest_start,0,0.05,0.05,0,0.42,0.01,0.1,0,0.02,0,0.02,0.01,0.38,0.01,0.05,0.06,0
chan_send_close2,0,0.05,0.05,0,0.42,0.02,0.11,0,0.15,0,0.02,0,0.38,0.01,0.03,0.03,0
sshbuf_reset,0,0.05,0.05,0,0.42,0.02,0.1,0.03,0.03,0,0.01,0.03,0.77,0.03,0.05,0.07,0
mac_clear,0,0.05,0.05,0,0.42,0.02,0.06,0,0.03,0,0.01,0,0.69,0.04,0.03,0.06,0
ssh_remote_ipaddr,0,0.05,0.05,0,0.42,0.02,0.1,0.03,0.07,0,0.03,0.02,0.77,0.01,0,0.03,0
try_identity,0,0.05,0.04,0,0.42,0.01,0.1,0,0.03,0,0.01,0,0.92,0.01,0.02,0.06,0
log_facility_number,0,0.05,0.04,0,0.42,0.01,0.09,0.03,0,0.1,0,0,1,0.02,0.02,0.06,0
sshkey_ecdsa_nid_from_name,0,0.05,0.04,0,0.42,0.01,0.09,0,0.02,0.1,0,0,0.62,0.02,0.05,0.08,0
ssh_digest_alg_by_name,0,0.05,0.04,0,0.42,0.01,0.09,0.03,0,0.1,0,0,1,0.01,0.02,0.05,0
log_level_number,0,0.05,0.04,0,0.42,0.01,0.09,0.03,0,0.1,0,0,1,0.02,0.02,0.06,0
compat_datafellows,0,0.05,0.04,0,0.42,0.51,0.12,0.03,0,0.1,0.01,0,0.69,0.01,0.02,0.05,0
channel_request_rforward_cancel,0,0.05,0.03,0,0.42,0.01,0.06,0,0.03,0,0.01,0,0.92,0.01,0,0.03,0
client_make_packets_from_stdin_data,0,0,0.09,0,0.42,0.02,0.12,0.03,0,0,0.05,0,0.69,0.02,0.02,0.07,0
channel_send_window_changes,0,0,0.07,0,0.42,0.02,0.17,0.03,0,0,0.03,0,0.62,0.02,0.03,0.08,0
channel_find_maxfd,0,0,0.02,0,0.42,0.02,0.08,0.06,0.15,0,0.01,0,0.65,0.01,0.08,0.03,0
pr_inet_set_proto_opts,0,0.6,0.16,0,0.41,0.09,0.14,0.13,0.05,0,0.08,0,0.84,0.19,0.38,0.29,0
pr_inet_set_proto_opts,0,0.6,0.16,0,0.41,0.09,0.14,0.13,0.05,0,0.08,0,0.84,0.19,0.38,0.29,0
auth_group,0,0.6,0.09,0,0.41,0.05,0.12,0.13,0.1,0.71,0.02,0,0.89,0.11,0.12,0.09,0.15
pr_fsio_smkdir,0,0.5,0.35,0,0.41,0.18,0.39,0.43,0.02,0.14,0.16,0,0.95,0.33,0.84,0.76,0
pr_fsio_smkdir,0,0.5,0.35,0,0.41,0.18,0.39,0.43,0.02,0.14,0.16,0,0.95,0.33,0.84,0.76,0
pr_event_register,0,0.5,0.11,0,0.41,0.08,0.19,0.04,0.13,0.43,0.04,0.04,0.89,0.11,0.15,0.24,0
pr_event_register,0,0.5,0.11,0,0.41,0.08,0.19,0.04,0.13,0.43,0.04,0.04,0.89,0.11,0.15,0.24,0
pr_stash_remove_cmd,0,0.5,0.07,0,0.41,0.03,0.15,0.22,0.09,0.29,0.03,0,0.89,0.03,0.21,0.16,0
pr_stash_remove_cmd,0,0.5,0.07,0,0.41,0.03,0.15,0.22,0.09,0.29,0.03,0,0.89,0.03,0.21,0.16,0
cap_set_flag,0,0.5,0.05,0.01,0.41,0.03,0.1,0,0,0.14,0.02,0,0.89,0.03,0.21,0.15,0
get_groups_by_getgrent,0,0.5,0.05,0,0.41,0.03,0.09,0.04,0.07,0.14,0.02,0,0.95,0.04,0.05,0.05,0.08
cap_set_flag,0,0.5,0.05,0.01,0.41,0.03,0.1,0,0,0.14,0.02,0,0.89,0.03,0.21,0.15,0
pr_ascii_ftp_from_crlf,0,0.5,0.03,0,0.41,0.04,0.09,0.17,0.01,0.43,0,0,0.89,0.05,0.15,0.15,0.15
pr_ascii_ftp_from_crlf,0,0.5,0.03,0,0.41,0.04,0.09,0.17,0.01,0.43,0,0,0.89,0.05,0.15,0.15,0.15
pr_auth_check,0,0.4,0.16,0,0.41,0.09,0.2,0.09,0.15,0.43,0.08,0,0.95,0.14,0.25,0.36,0
pr_auth_check,0,0.4,0.16,0,0.41,0.09,0.2,0.09,0.15,0.43,0.08,0,0.95,0.14,0.25,0.36,0
pr_fs_clean_path2,0,0.4,0.16,0,0.41,0.1,0.18,0.22,0,0.29,0.06,0.01,0.74,0.17,0.21,0.37,0.12
pr_fs_clean_path2,0,0.4,0.16,0,0.41,0.1,0.18,0.22,0,0.29,0.06,0.01,0.74,0.17,0.21,0.37,0.12
login_check_limits,0,0.4,0.15,0.01,0.41,0.09,0.16,0.17,0.09,0.14,0.02,0.01,0.74,0.15,0.59,0.47,0.12
login_check_limits,0,0.4,0.15,0.01,0.41,0.09,0.16,0.17,0.09,0.14,0.02,0.01,0.74,0.15,0.59,0.47,0.12
pr_auth_getgroups,0,0.4,0.14,0,0.41,0.06,0.19,0.04,0.11,0.14,0.05,0,0.89,0.14,0.29,0.34,0.08
pr_auth_getgroups,0,0.4,0.14,0,0.41,0.06,0.19,0.04,0.11,0.14,0.05,0,0.89,0.14,0.29,0.34,0.08
pr_netio_open,0,0.4,0.12,0,0.41,0.07,0.16,0.04,0.03,0,0.13,0.01,0.79,0.09,0.08,0.15,0
pr_netio_open,0,0.4,0.12,0,0.41,0.07,0.16,0.04,0.03,0,0.13,0.01,0.79,0.09,0.08,0.15,0
check_limits,0,0.4,0.1,0,0.41,0.06,0.13,0.09,0.14,0.14,0.01,0.01,0.84,0.09,0.15,0.12,0
pr_fsio_getline,0,0.4,0.08,0,0.41,0.04,0.12,0.09,0.04,0.29,0.01,0,0.74,0.08,0.23,0.22,0
pr_fsio_getline,0,0.4,0.08,0,0.41,0.04,0.12,0.09,0.04,0.29,0.01,0,0.74,0.08,0.23,0.22,0
get_val_from_node,0,0.4,0.01,0,0.41,0.04,0.03,0,0.03,0.14,0.04,0,0.89,0.03,0.01,0.01,0.19
pr_auth_authenticate,0,0.3,0.17,0,0.41,0.07,0.19,0.04,0.15,0.29,0.09,0,0.84,0.14,0.27,0.38,0
pr_auth_authenticate,0,0.3,0.17,0,0.41,0.07,0.19,0.04,0.15,0.29,0.09,0,0.84,0.14,0.27,0.38,0
transmit_sendfile,0,0.3,0.17,0,0.41,0.15,0.18,0.04,0,0.29,0.04,0,0.89,0.11,0.17,0.18,0.04
dir_abs_path,0,0.3,0.08,0,0.41,0.04,0.11,0.04,0.01,0.14,0.04,0.02,0.74,0.06,0.13,0.19,0
dir_abs_path,0,0.3,0.08,0,0.41,0.04,0.11,0.04,0.01,0.14,0.04,0.02,0.74,0.06,0.13,0.19,0
display_flush_lines,0,0.3,0.04,0,0.41,0.03,0.06,0,0,0.14,0.02,0,0.79,0.05,0,0.03,0
pr_memcache_conn_set_namespace,0,0.3,0,0,0.41,0.04,0.02,0,0.07,0.14,0.06,0,1,0.07,0,0,0
pr_memcache_conn_set_namespace,0,0.3,0,0,0.41,0.04,0.02,0,0.07,0.14,0.06,0,1,0.07,0,0,0
fork_server,0,0.3,0,0,0.41,0.19,0,0.22,0.09,0,0.4,0,0.84,0.29,0,0,0
sendline,0,0.2,0.16,0,0.41,0.07,0.25,0.17,0.01,0.14,0.07,0.01,0.89,0.08,0.05,0.08,0
dir_match_path,0,0.2,0.08,0,0.41,0.04,0.11,0.09,0.07,0.14,0.03,0,0.89,0.07,0.17,0.15,0.08
dir_match_path,0,0.2,0.08,0,0.41,0.04,0.11,0.09,0.07,0.14,0.03,0,0.89,0.07,0.17,0.15,0.08
core_host,0,0.1,0.29,0,0.41,0.25,0.3,0.17,0.16,0,0.3,0,1,0.2,0.13,0.14,0
set_transferrate,0,0.1,0.22,0,0.41,0.09,0.28,0.26,0.13,0,0.1,0,1,0.17,0.08,0.19,0.5
set_maxfilesize,0,0.1,0.19,0,0.41,0.08,0.26,0.13,0.12,0,0.08,0,1,0.15,0.09,0.18,0.35
auth_pass,0,0.1,0.13,0,0.41,0.07,0.26,0.09,0.07,0,0.11,0,1,0.12,0.09,0.1,0.04
set_traceoptions,0,0.1,0.12,0,0.41,0.06,0.17,0.09,0.12,0,0.05,0,1,0.09,0.11,0.12,0.04
authfile_getgroups,0,0.1,0.12,0,0.41,0.06,0.12,0.04,0.15,0,0.07,0,1,0.13,0.11,0.13,0.15
set_include,0,0.1,0.09,0,0.41,0.03,0.13,0.17,0.06,0,0.04,0,1,0.04,0.05,0.05,0
set_tracelog,0,0.1,0.06,0,0.41,0.02,0.09,0,0.06,0,0.04,0,1,0.03,0.02,0.03,0
pr_netaddr_is_v4mappedv6,0,0.1,0.06,0,0.41,0.03,0.07,0,0,0,0.02,0.01,0.79,0.03,0.11,0.14,0
pr_netaddr_is_v4mappedv6,0,0.1,0.06,0,0.41,0.03,0.07,0,0,0,0.02,0.01,0.79,0.03,0.11,0.14,0
pr_config_set_id,0,0.1,0.05,0,0.41,0.03,0.08,0.09,0.01,0.14,0.02,0,0.79,0.04,0.06,0.09,0.04
pr_config_set_id,0,0.1,0.05,0,0.41,0.03,0.08,0.09,0.01,0.14,0.02,0,0.79,0.04,0.06,0.09,0.04
pr_response_flush,0,0.1,0.01,0,0.41,0.13,0.03,0.09,0.05,0,0.02,0.01,0.84,0.07,0.02,0.02,0
pr_response_flush,0,0.1,0.01,0,0.41,0.13,0.03,0.09,0.05,0,0.02,0.01,0.84,0.07,0.02,0.02,0
set_server_auth_order,0,0,0.06,0,0.41,0.06,0.13,0,0.06,0,0.03,0,0.89,0.07,0.05,0.06,0
png_text_compress,0,0.45,0,0,0.4,0.09,0,0,0,0,0.44,0.01,0.76,0.19,0,0,0
Fax3DecodeRLE,0,0.4,0.23,0.19,0.4,0.05,0.39,0.62,0.75,0.1,0.09,0,1,0.05,0.25,0.22,0
LogL16Decode,0,0.4,0.08,0,0.4,0.06,0.26,0.38,0.67,0.1,0.05,0,1,0.08,0.07,0.07,0
LogLuvDecode32,0,0.4,0.08,0,0.4,0.06,0.26,0.38,0.67,0.1,0.05,0,1,0.08,0.07,0.07,0
PackBitsEncode,0,0.4,0.06,0,0.4,0.12,0.24,0.38,0.63,0.1,0.01,0,0.89,0.2,0.14,0.14,1
horizontalAccumulate11,0,0.4,0,0,0.4,0.07,0,0,0,0.2,0,0,1,0.07,0,0,0.11
TIFFReadCustomDirectory,0,0.4,0,0,0.4,0.12,0,0.14,0.7,0,0.18,0,1,0.29,0,0,0
TIFFReadCustomDirectory,0,0.4,0,0,0.4,0.12,0,0.14,0.7,0,0.18,0,1,0.29,0,0,0
horDiff8,0,0.3,0.03,0,0.4,0.07,0.18,0.1,0.73,0.1,0.01,0,1,0.07,0.05,0.04,0
CheckDirCount,0,0.3,0.02,0,0.4,0.01,0.07,0,0.57,0,0.03,0.03,0.78,0.02,0.01,0.01,0
TIFFRegisterCODEC,0,0.3,0.01,0,0.4,0.02,0.08,0,0.03,0.2,0.03,0,1,0.01,0.01,0.01,0
TIFFRegisterCODEC,0,0.3,0.01,0,0.4,0.02,0.08,0,0.03,0.2,0.03,0,1,0.01,0.01,0.01,0
png_do_expand,0,0.27,0,0,0.4,0.17,0,0,0,0,0.05,0.01,0.88,0.3,0,0,0.26
oog_encode,0,0.2,0.05,0,0.4,0.07,0.26,0,0,0,0.02,0.02,0.67,0.15,0.05,0.08,0
LogL10fromY,0,0.2,0,0,0.4,0.01,0,0,0,0,0.01,0,1,0.02,0,0,0
LogL10fromY,0,0.2,0,0,0.4,0.01,0,0,0,0,0.01,0,1,0.02,0,0,0
TIFFDefaultTransferFunction,0,0.1,0.08,0,0.4,0.04,0.16,0.19,0.11,0,0.07,0,0.67,0.1,0.02,0.05,0
TIFFRewriteDirectory,0,0.1,0.08,0,0.4,0.05,0.17,0,0.57,0,0.12,0,1,0.1,0.1,0.12,0
TIFFRewriteDirectory,0,0.1,0.08,0,0.4,0.05,0.17,0,0.57,0,0.12,0,1,0.1,0.1,0.12,0
TIFFFlushData1,0,0.1,0,0,0.4,0.01,0,0,0.57,0,0.03,0.07,1,0.05,0,0,0
TIFFFlushData1,0,0.1,0,0,0.4,0.01,0,0,0.57,0,0.03,0.07,1,0.05,0,0,0
TIFFNumberOfTiles,0,0.1,0,0,0.4,0.02,0,0.19,0.67,0,0.04,0.01,1,0.06,0,0,0
TIFFNumberOfTiles,0,0.1,0,0,0.4,0.02,0,0.19,0.67,0,0.04,0.01,1,0.06,0,0,0
help,0,0,0.26,0,0.39,0.21,0.23,0.27,0.11,0,0.19,0.03,0.67,0.02,0,0.01,0
exec_cmnd_pty,0,0,0.21,0,0.39,0.13,0.3,0.18,0.34,0,0.22,0.03,0.17,0.22,0.32,0.23,0
sudo_execute,0,0,0.17,0,0.39,0.13,0.18,0.09,0.34,0,0.2,0.03,0.67,0.12,0.05,0.19,0
io_buf_new,0,0,0.13,0,0.39,0.11,0.22,0.18,0.61,0.25,0.15,0.16,0.33,0.07,0.08,0.1,0
dir_is_writable,0,0,0.11,0,0.39,0.09,0.18,0.18,0.5,0,0.09,0.06,0.5,0.09,0.05,0.11,0
run_command,0,0,0.11,0,0.39,0.15,0.24,0.18,0.53,0,0.17,0.13,0.83,0.03,0.11,0.1,0
usage,0,0,0.09,0,0.39,0.1,0.16,0.27,0.08,0,0.15,1,0.83,0.07,0.05,0.11,0
unlimit_nproc,0,0,0.07,0,0.39,0.06,0.11,0.09,0,0,0.06,0.03,0.17,0.05,0,0.06,0
send_command_status,0,0,0.07,0,0.39,0.08,0.17,0.09,0.5,0,0.13,0.06,0.67,0.03,0.05,0.03,0
free_exec_closure_pty,0,0,0.07,0,0.39,0.11,0.11,0.09,0.5,0,0.09,0.03,0.33,0.02,0.03,0.04,0
env_set,0,0,0.05,0,0.39,0.06,0.12,0.18,0.05,0.5,0.07,0.03,0.83,0.02,0.03,0.01,0
policy_validate,0,0,0.05,0,0.39,0.06,0.13,0.18,0.18,0,0.09,0.03,0.83,0.02,0,0.03,0
free_plugin_container,0,0,0.05,0,0.39,0.07,0.1,0.09,0.18,0,0.02,0.1,0.67,0.05,0.03,0.06,0
deregister_hook_internal,0,0,0.05,0,0.39,0.09,0.09,0.09,0.13,0.5,0.06,0.13,0.83,0.03,0.11,0.09,0
send_status,0,0,0.04,0,0.39,0.04,0.13,0.18,0,0,0.07,0.1,0.67,0.03,0.03,0.03,0
policy_invalidate,0,0,0.04,0,0.39,0.06,0.11,0.09,0.18,0,0.07,0.03,0.83,0.02,0,0.01,0
pty_make_controlling,0,0,0.03,0,0.39,0.01,0.03,0,0,0,0.02,0.03,0.17,0.03,0.03,0.04,0
free_plugin_info,0,0,0.03,0,0.39,0.04,0.06,0,0.13,0,0.02,0.16,0.67,0.03,0,0.04,0
register_hook_internal,0,0,0.03,0,0.39,0.07,0.11,0.09,0.08,0.5,0.07,0.26,0.83,0.02,0.03,0.03,0
check_foreground,0,0,0.02,0,0.39,0.02,0.06,0.09,0.45,0,0.06,0.06,0.5,0.02,0.05,0.01,0
gc_add,0,0,0,0,0.39,0.11,0.01,0,0,0.25,0.11,0.13,0.67,0.05,0,0,0
pr_str_levenshtein,0,0.8,0.08,0.02,0.38,0.08,0.21,0.35,0.02,0.29,0.04,0,0.74,0.08,0.34,0.23,0
pr_str_levenshtein,0,0.8,0.08,0.02,0.38,0.08,0.21,0.35,0.02,0.29,0.04,0,0.74,0.08,0.34,0.23,0
pr_inet_accept,0,0.6,0.1,0,0.38,0.09,0.17,0.17,0.15,0,0.05,0,0.84,0.07,0.13,0.17,0
pr_inet_accept,0,0.6,0.1,0,0.38,0.09,0.17,0.17,0.15,0,0.05,0,0.84,0.07,0.13,0.17,0
stash_lookup,0,0.5,0.1,0,0.38,0.07,0.13,0,0.05,0.14,0.02,0,0.47,0.11,0.19,0.13,0
log_write,0,0.4,0.27,0,0.38,0.15,0.35,0.13,0.01,0.14,0.13,0.02,0.82,0.25,0.14,0.23,0
pr_netio_telnet_gets2,0,0.4,0.14,0,0.38,0.13,0.21,0.26,0.07,0.14,0.03,0,0.79,0.15,0.48,0.4,0.23
pr_netio_telnet_gets2,0,0.4,0.14,0,0.38,0.13,0.21,0.26,0.07,0.14,0.03,0,0.79,0.15,0.48,0.4,0.23
str_vreplace,0,0.4,0.13,0,0.38,0.12,0.25,0.48,0.05,0.14,0.06,0,0.74,0.11,0.14,0.16,0.12
get_hidden_store_path,0,0.4,0.12,0.01,0.38,0.09,0.22,0.3,0.08,0.43,0.1,0,0.89,0.13,0.12,0.12,0
pr_event_unregister,0,0.4,0.07,0.02,0.38,0.05,0.13,0.04,0.09,0.29,0.01,0.02,0.76,0.09,0.21,0.24,0
pr_inet_create_conn_portrange,0,0.4,0.07,0,0.38,0.05,0.17,0.26,0.06,0,0.03,0,0.95,0.08,0.23,0.2,0
pr_inet_create_conn_portrange,0,0.4,0.07,0,0.38,0.05,0.17,0.26,0.06,0,0.03,0,0.95,0.08,0.23,0.2,0
pr_event_unregister,0,0.4,0.07,0.02,0.38,0.05,0.13,0.04,0.09,0.29,0.01,0.02,0.76,0.09,0.21,0.24,0
pr_namebind_create,0,0.4,0,0,0.38,0.08,0,0.04,0.15,0.14,0.08,0,0.74,0.15,0,0,0.04
pr_namebind_create,0,0.4,0,0,0.38,0.08,0,0.04,0.15,0.14,0.08,0,0.74,0.15,0,0,0.04
bcrypt_pbkdf,0,0.37,0.2,0,0.38,0.07,0.38,0.31,0.01,0.3,0.04,0,0.54,0.06,0.22,0.23,0
key_save_private,0,0.37,0.03,0,0.38,0.02,0.11,0.03,0.05,0.4,0.02,0,1,0.01,0.02,0.02,0
ssh_ed25519_verify,0,0.32,0.24,0,0.38,0.07,0.38,0.26,0.11,0.2,0.07,0,1,0.09,0.29,0.33,0
ssh_ed25519_sign,0,0.32,0.2,0,0.38,0.06,0.3,0.17,0.08,0.3,0.05,0,1,0.08,0.24,0.25,0.11
ssh_update_card,0,0.32,0.17,0,0.38,0.03,0.21,0.09,0.03,0.2,0.03,0,1,0.05,0.2,0.2,0
choose_next_state,0,0.32,0.14,0,0.38,0.18,0.23,0.17,0,0.1,0.01,0,0.85,0.06,0.27,0.2,0.06
key_sign,0,0.32,0.09,0,0.38,0.03,0.19,0.09,0.06,0.4,0.02,0.01,1,0.04,0.1,0.09,0.11
pr_log_openfile,0,0.3,0.23,0,0.38,0.14,0.25,0.22,0.02,0.29,0.16,0.01,0.84,0.19,0.38,0.42,0.35
pr_log_openfile,0,0.3,0.23,0,0.38,0.14,0.25,0.22,0.02,0.29,0.16,0.01,0.84,0.19,0.38,0.42,0.35
netio_lingering_close,0,0.3,0.2,0,0.38,0.1,0.25,0.09,0.03,0,0.08,0,0.79,0.13,0.12,0.16,0
pr_netio_write_async,0,0.3,0.15,0,0.38,0.1,0.22,0.17,0.05,0.14,0.08,0,0.68,0.12,0.29,0.33,0
pr_netio_write_async,0,0.3,0.15,0,0.38,0.1,0.22,0.17,0.05,0.14,0.08,0,0.68,0.12,0.29,0.33,0
pr_fs_virtual_path,0,0.3,0.13,0.01,0.38,0.09,0.17,0.3,0.02,0.29,0.05,0,0.79,0.16,0.17,0.32,0.12
pr_fs_virtual_path,0,0.3,0.13,0.01,0.38,0.09,0.17,0.3,0.02,0.29,0.05,0,0.79,0.16,0.17,0.32,0.12
pr_fs_interpolate,0,0.3,0.12,0,0.38,0.07,0.18,0.17,0.01,0.29,0.06,0.01,0.68,0.13,0.29,0.24,0
pr_fs_interpolate,0,0.3,0.12,0,0.38,0.07,0.18,0.17,0.01,0.29,0.06,0.01,0.68,0.13,0.29,0.24,0
resolve_host,0,0.26,0.14,0,0.38,0.04,0.26,0.09,0.05,0.2,0.03,0,0.85,0.06,0.17,0.16,0.03
sshkey_load_private_cert,0,0.26,0.12,0,0.38,0.04,0.19,0.03,0.15,0.3,0.03,0,0.77,0.04,0.15,0.15,0.06
print_escape_help,0,0.26,0.1,0,0.38,0.06,0.2,0.09,0.03,0,0.03,0,1,0.04,0.08,0.11,0
ssh_packet_start_discard,0,0.26,0.09,0,0.38,0.02,0.15,0.03,0.23,0,0.02,0,0.46,0.03,0.08,0.11,0
write_host_entry,0,0.26,0.08,0,0.38,0.03,0.16,0.09,0.21,0.2,0.03,0,0.69,0.03,0.07,0.07,0
ssh_digest_memory,0,0.26,0.07,0,0.38,0.02,0.14,0.03,0.02,0.2,0.01,0.01,0.46,0.03,0.05,0.1,0
pkcs11_find,0,0.26,0.07,0,0.38,0.03,0.2,0.11,0.63,0.1,0.02,0,0.92,0.02,0.07,0.07,0
key_verify,0,0.26,0.04,0,0.38,0.01,0.12,0.03,0.05,0.2,0.02,0.01,1,0.01,0.03,0.05,0
key_cert_check_authority,0,0.26,0.03,0,0.38,0.01,0.1,0.03,0.05,0.2,0.02,0,0.92,0.01,0.02,0.02,0
parse_user_host_port,0,0.21,0.19,0,0.38,0.05,0.23,0.2,0.04,0.4,0.04,0,0.92,0.09,0.19,0.2,0.19
sshkey_private_pem_to_blob,0,0.21,0.18,0,0.38,0.05,0.27,0.17,0.2,0.2,0.04,0,0.77,0.06,0.19,0.24,0
resolve_addr,0,0.21,0.15,0,0.38,0.05,0.27,0.09,0.05,0.2,0.05,0,0.77,0.06,0.1,0.15,0.03
ssh_userauth2,0,0.21,0.12,0,0.38,0.04,0.28,0.03,0.19,0.3,0.07,0,0.77,0.03,0.05,0.08,0
extract_salt,0,0.21,0.12,0,0.38,0.05,0.22,0.11,0.02,0.2,0.05,0,0.46,0.04,0.1,0.15,0
to_blob,0,0.21,0.1,0,0.38,0.03,0.15,0.06,0.07,0.2,0.03,0.02,0.69,0.05,0.1,0.11,0.11
maybe_add_key_to_agent,0,0.21,0.09,0,0.38,0.02,0.15,0.06,0.05,0.3,0.03,0,0.85,0.03,0.07,0.07,0
parse_token,0,0.21,0.06,0,0.38,0.02,0.14,0.03,0,0.3,0.01,0,0.81,0.02,0.03,0.08,0
blf_cbc_decrypt,0,0.21,0.05,0,0.38,0.05,0.21,0.14,0.01,0.2,0.01,0,1,0.02,0.05,0.08,0
strvisx,0,0.21,0.04,0,0.38,0.02,0.09,0.06,0.01,0.2,0.01,0,1,0.01,0.03,0.03,0.03
blf_cbc_encrypt,0,0.21,0.04,0,0.38,0.03,0.2,0.11,0,0.2,0,0,1,0.01,0.03,0.06,0
poly1305_auth,0,0.21,0.04,0,0.38,0.18,0.82,0.94,0,0.3,0.17,0,0.54,0.04,0.08,0.1,0
main,0,0.2,0.92,0,0.38,0.41,1,0.22,0.41,0,1,0,1,0.79,0.36,0.93,0
data_active_open,0,0.2,0.2,0,0.38,0.15,0.37,0.13,0.05,0.14,0.14,0,0.89,0.14,0.11,0.18,0
pr_netaddr_cmp,0,0.2,0.15,0,0.38,0.11,0.14,0.04,0,0,0.08,0.01,0.79,0.12,0.38,0.27,0
pr_netaddr_cmp,0,0.2,0.15,0,0.38,0.11,0.14,0.04,0,0,0.08,0.01,0.79,0.12,0.38,0.27,0
pr_auth_getpwnam,0,0.2,0.14,0,0.38,0.07,0.22,0,0.19,0.14,0.08,0.01,0.63,0.11,0.17,0.26,0.04
pr_auth_getpwnam,0,0.2,0.14,0,0.38,0.07,0.22,0,0.19,0.14,0.08,0.01,0.63,0.11,0.17,0.26,0.04
pr_inet_get_conn_info,0,0.2,0.12,0,0.38,0.07,0.14,0.04,0.05,0,0.11,0.01,0.79,0.08,0.06,0.18,0
pr_inet_get_conn_info,0,0.2,0.12,0,0.38,0.07,0.14,0.04,0.05,0,0.11,0.01,0.79,0.08,0.06,0.18,0
data_passive_open,0,0.2,0.11,0,0.38,0.08,0.21,0.09,0.05,0.14,0.06,0,0.89,0.08,0.08,0.1,0
pr_inet_set_block,0,0.2,0.06,0,0.38,0.04,0.06,0.09,0.05,0,0.02,0.01,0.84,0.06,0.17,0.14,0
pr_inet_set_block,0,0.2,0.06,0,0.38,0.04,0.06,0.09,0.05,0,0.02,0.01,0.84,0.06,0.17,0.14,0
netaddr_ipcache_set,0,0.2,0.05,0,0.38,0.07,0.09,0,0,0.14,0.03,0.01,0.74,0.04,0.02,0.03,0
uidcache_add,0,0.2,0.04,0,0.38,0.02,0.1,0,0,0.14,0.04,0,0.58,0.03,0.02,0.02,0.04
gidcache_add,0,0.2,0.04,0,0.38,0.02,0.1,0,0,0.14,0.04,0,0.84,0.03,0.02,0.02,0.04
usercache_add,0,0.2,0.04,0,0.38,0.02,0.09,0,0,0.14,0.04,0,0.58,0.03,0.02,0.02,0.04
groupcache_add,0,0.2,0.04,0,0.38,0.02,0.09,0,0,0.14,0.04,0,0.84,0.03,0.02,0.02,0.04
png_push_read_zTXt,0,0.18,0,0,0.38,0.11,0,0,0,0,0.43,0,0.94,0.18,0,0,0.02
choose_dh,0,0.16,0.27,0,0.38,0.06,0.3,0.14,0.17,0,0.08,0,1,0.08,0.24,0.24,0
input_userauth_pk_ok,0,0.16,0.21,0,0.38,0.09,0.33,0.2,0.24,0.1,0.09,0,1,0.06,0.15,0.16,0
channel_post_mux_listener,0,0.16,0.16,0,0.38,0.04,0.29,0.11,0.3,0,0.07,0,1,0.04,0.07,0.11,0
channel_input_data,0,0.16,0.16,0,0.38,0.05,0.27,0.11,0.16,0.1,0.03,0,1,0.06,0.1,0.18,0
sshkey_load_public,0,0.16,0.16,0,0.38,0.06,0.19,0.09,0.1,0.2,0.05,0.01,0.77,0.09,0.19,0.18,0.14
input_userauth_info_req,0,0.16,0.14,0,0.38,0.05,0.26,0.23,0.15,0.1,0.1,0,1,0.04,0.07,0.07,0
crypto_hashblocks_sha512,0,0.16,0.14,0,0.38,0.76,0.72,0.31,0,0.2,0.12,0,0.38,0.01,0.02,0.03,0
channel_input_open_failure,0,0.16,0.13,0,0.38,0.04,0.25,0.11,0.17,0.1,0.05,0,1,0.04,0.08,0.11,0
client_input_agent_open,0,0.16,0.1,0,0.38,0.03,0.24,0.09,0.15,0.1,0.05,0,1,0.02,0.07,0.07,0
sys_tun_infilter,0,0.16,0.1,0,0.38,0.04,0.22,0.11,0.17,0.1,0.03,0,1,0.04,0.1,0.12,0.11
sshbuf_put_bignum2_bytes,0,0.16,0.09,0,0.38,0.03,0.21,0.11,0.04,0.1,0.02,0,0.77,0.04,0.1,0.14,0
key_to_blob,0,0.16,0.09,0,0.38,0.03,0.16,0.09,0.06,0.2,0.02,0.01,0.85,0.04,0.1,0.09,0.11
channel_pre_dynamic,0,0.16,0.09,0,0.38,0.04,0.15,0.09,0.16,0,0.04,0,1,0.03,0.08,0.08,0
fingerprint_hex,0,0.16,0.08,0,0.38,0.02,0.19,0.11,0.01,0.2,0.02,0,1,0.02,0.07,0.09,0
channel_input_status_confirm,0,0.16,0.08,0,0.38,0.02,0.19,0.03,0.19,0.1,0.04,0,1,0.01,0.05,0.08,0
ecdsa_generate_private_key,0,0.16,0.08,0,0.38,0.03,0.14,0.03,0,0.1,0.02,0,1,0.03,0.1,0.1,0.08
sshbuf_putfv,0,0.16,0.08,0,0.38,0.03,0.18,0.09,0.07,0.1,0.03,0,0.69,0.04,0.08,0.11,0
channel_input_open_confirmation,0,0.16,0.08,0,0.38,0.04,0.18,0.06,0.15,0.1,0.04,0,1,0.02,0.05,0.06,0
choose_t,0,0.16,0.07,0,0.38,0.01,0.24,0,0,0,0.05,0,0.77,0,0,0.01,0.03
match_maybe_hashed,0,0.16,0.07,0,0.38,0.02,0.14,0.09,0.01,0.3,0.02,0,0.62,0.02,0.1,0.09,0.03
kex_new,0,0.16,0.07,0,0.38,0.03,0.13,0.03,0.34,0.1,0.02,0,0.62,0.03,0.05,0.09,0.06
